Product Name,Brand,Date,Sales Quantity,Price,Original Price,Discount Percentage,Stock Level,Region,Category,Customer Rating,Review Count,Delivery Days,Seller,Is Weekend,Is Holiday
Наушники Samsung Galaxy Buds2 Pro,Samsung,2025-03-01,16,16170,,,434,Ростов-на-Дону,Электроника,4.5,474,7,АО «Тимофеев-Хохлов»,1,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-19,11,33850,,,100,Самара,Электроника,4.5,462,2,Ман Трак Энд Бас Рус (Volkswagen),0,0
Умные часы Apple Watch Series 9,Apple,2025-03-18,11,43750,,,442,Екатеринбург,Электроника,4.7,492,1,Данилов Групп,0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-05,14,1215,,,341,Екатеринбург,Книги,4.6,557,3,ОАО «Носов-Артемьева»,0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-15,10,52130,,,345,Казань,Бытовая техника,4.5,446,3,«Томскнефть» ВНК,1,0
Наушники JBL Tour Pro 2,JBL,2025-03-29,25,19465,,,364,Новосибирск,Электроника,4.3,598,2,Кудряшова Лимитед,1,0
Куртка The North Face Resolve 2,The North Face,2025-03-24,21,13169,,,333,Санкт-Петербург,Одежда,4.6,620,1,"ЗАО «Гущин, Селиверстова и Горшкова»",0,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-06,13,121755,,,455,Новосибирск,Электроника,4.2,324,2,Адидас (Adidas),0,0
Кроссовки Puma RS-X,Puma,2025-03-11,10,8439,,,421,Нижний Новгород,Одежда,4.3,613,2,ООО «Шаров-Куликов»,0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-22,11,96449,,,307,Челябинск,Электроника,4.6,534,3,ТД Риф,1,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-12,6,54129,,,338,Уфа,Электроника,4.4,253,5,ЗАО «Гурьева»,0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-29,21,52750,64335,18,279,Челябинск,Бытовая техника,4.6,367,1,Жданова Инкорпорэйтед,1,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-16,21,1129,,,409,Ростов-на-Дону,Книги,4.6,582,2,ОАО «Куликова»,1,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-06,19,27730,47815,42,452,Новосибирск,Бытовая техника,4.7,362,2,НПО «Шаров Владимирова»,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-29,35,950,,,207,Санкт-Петербург,Книги,4.9,253,3,АО «Корнилова»,1,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-09,20,910,,,385,Новосибирск,Книги,4.7,706,3,Мишлен (Michelin),1,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-20,9,1235,,,441,Челябинск,Книги,4.6,444,1,НПО «Кузьмин-Рыбаков»,0,0
Футболка Zara базовая хлопковая,Zara,2025-03-06,28,1660,,,362,Москва,Одежда,4.5,245,3,НПО «Самойлов Уварова»,0,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-27,14,729,,,248,Екатеринбург,Книги,4.9,543,7,Росатом,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-16,23,530,,,138,Екатеринбург,Книги,4.6,455,7,НПО «Николаев»,1,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-12,13,589,,,415,Новосибирск,Книги,5.0,536,3,АО «Евсеев-Воронова»,0,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-13,18,97625,,,223,Санкт-Петербург,Бытовая техника,4.4,447,2,"РАО «Ершова, Цветков и Щербакова»",0,0
Планшет Xiaomi Pad 6 Pro,Xiaomi,2025-03-06,13,36260,,,187,Самара,Электроника,4.3,289,2,Киселев Лтд,0,0
Ноутбук MSI Stealth 16,MSI,2025-03-10,13,174159,,,143,Санкт-Петербург,Электроника,4.3,242,2,Голубев Инк,0,0
Наушники Sony WH-1000XM5,Sony,2025-03-13,21,37440,,,344,Санкт-Петербург,Электроника,4.7,277,2,НПО «Давыдов-Лебедев»,0,0
Планшет Huawei MatePad Pro,Huawei,2025-03-17,14,57000,,,514,Казань,Электроника,4.1,494,5,ЗАО «Красильникова-Щукина»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-13,14,92225,,,157,Казань,Бытовая техника,4.5,248,3,ИП «Федорова Игнатова»,0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-06,15,1259,,,77,Екатеринбург,Книги,4.9,508,3,Приосколье,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-20,12,15190,,,61,Уфа,Бытовая техника,4.2,552,7,Кордиант,0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-12,33,45880,,,419,Москва,Бытовая техника,4.9,426,3,"АО «Князева, Беспалова и Рыбакова»",0,0
Планшет Samsung Galaxy Tab S9 Ultra,Samsung,2025-03-14,11,84835,,,38,Новосибирск,Электроника,4.5,463,1,ООО «Мясникова-Моисеев»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-24,13,100630,,,454,Ростов-на-Дону,Бытовая техника,4.6,586,3,"АО «Сысоев, Зайцева и Воронова»",0,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-13,28,41989,47180,11,233,Санкт-Петербург,Бытовая техника,5.0,711,1,ИП «Васильев-Котов»,0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-31,15,28669,,,312,Екатеринбург,Электроника,4.7,585,3,АО «Суворов»,0,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-10,22,61635,79029,22,140,Санкт-Петербург,Электроника,4.6,429,3,НПО «Сергеев-Овчинников»,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-10,12,640,,,158,Ростов-на-Дону,Книги,4.6,675,3,"ЗАО «Петухова, Бурова и Копылов»",0,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-22,16,835,910,8,252,Уфа,Книги,4.7,431,5,РАО «Пестова»,1,0
Кофемашина Philips Series 5400,Philips,2025-03-18,6,58150,,,109,Челябинск,Бытовая техника,4.7,508,3,ЗАО «Попова Исаев»,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-25,18,109525,130390,16,115,Санкт-Петербург,Бытовая техника,5.0,642,2,Веселова Групп,0,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-29,20,685,,,294,Уфа,Книги,4.6,619,2,Нестле Россия (Nestle),1,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-29,10,72050,104440,31,359,Самара,Электроника,4.6,500,3,ЗАО «Ильин»,1,0
Платье ASOS Design миди,ASOS,2025-03-10,13,4365,,,106,Санкт-Петербург,Одежда,4.3,511,7,Марс (Mars),0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-07,33,21579,,,361,Москва,Бытовая техника,4.4,299,2,Воробьева Лтд,0,0
Ноутбук MSI Stealth 16,MSI,2025-03-08,21,101249,171615,41,436,Новосибирск,Электроника,4.4,357,5,"ОАО «Гаврилова, Белова и Емельянов»",1,1
Куртка Adidas Outdoor Terrex,Adidas,2025-03-13,18,11190,,,91,Москва,Одежда,4.4,599,7,Группа компаний ПИК,0,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-01,28,78895,,,503,Санкт-Петербург,Электроника,5.0,535,2,Жданова Инк,1,0
Стиральная машина LG AI DD F4V5,LG,2025-03-13,15,47359,,,199,Санкт-Петербург,Бытовая техника,4.6,445,2,ЗАО «Боброва-Фадеев»,0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-17,32,62780,,,168,Москва,Бытовая техника,4.8,408,2,Журавлева Лтд,0,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-27,27,71799,,,471,Санкт-Петербург,Бытовая техника,4.8,721,2,ООО «Титова Агафонов»,0,0
Умные часы Apple Watch Series 9,Apple,2025-03-23,34,35439,,,188,Санкт-Петербург,Электроника,4.9,424,2,ОАО «Мишина»,1,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-18,14,38109,,,375,Москва,Бытовая техника,5.0,243,3,Муравьева Лтд,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-16,22,1340,,,256,Екатеринбург,Книги,4.2,503,7,"ИП «Сорокин, Тарасов и Сысоева»",1,0
Микроволновка Samsung MG30T5018,Samsung,2025-03-10,5,15290,,,18,Ростов-на-Дону,Бытовая техника,4.5,288,3,"ОАО «Артемьев, Зиновьев и Тихонова»",0,0
Кроссовки Nike Air Max 270,Nike,2025-03-25,25,12879,,,471,Санкт-Петербург,Одежда,4.8,317,2,Фирма Агрокомплекс им. Ткачева,0,0
Джинсы Levi's 501 Original,Levi's,2025-03-24,33,9025,,,377,Москва,Одежда,5.0,470,1,ДК Рус,0,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-18,5,62780,,,30,Челябинск,Электроника,4.5,615,5,ИП «Ефремова-Гурьев»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-21,34,450,850,46,156,Москва,Книги,4.5,700,3,ООО «Субботин Федосеева»,0,0
Джинсы Lee Rider,Lee,2025-03-14,11,8600,,,436,Казань,Одежда,4.6,642,3,АО «Федотов»,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-15,29,11940,,,237,Новосибирск,Одежда,4.9,642,2,ООО «Беляков Лебедева»,1,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-12,16,1220,,,458,Москва,Книги,4.6,458,1,Тинькофф Банк,0,0
Платье ASOS Design миди,ASOS,2025-03-18,15,2435,3880,37,172,Екатеринбург,Одежда,4.5,613,3,НПО «Зайцев Шаров»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-12,9,839,,,479,Челябинск,Книги,4.6,560,2,"ООО «Туров, Комиссарова и Осипова»",0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-21,12,28730,,,461,Уфа,Бытовая техника,4.5,245,3,"ОАО «Лобанов, Матвеева и Вишнякова»",0,0
Планшет Samsung Galaxy Tab S9 Ultra,Samsung,2025-03-26,8,92820,,,255,Ростов-на-Дону,Электроника,4.9,403,2,"НПО «Нестерова, Фокин и Бобров»",0,0
Планшет Xiaomi Pad 6 Pro,Xiaomi,2025-03-10,9,40830,43440,6,354,Челябинск,Электроника,4.2,383,2,ИП «Прохорова»,0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-03,13,122780,,,513,Уфа,Электроника,4.7,362,3,АО «Медведева-Горбунов»,0,0
Планшет Huawei MatePad Pro,Huawei,2025-03-28,9,55160,,,140,Новосибирск,Электроника,4.5,318,2,АО «Сидорова Игнатова»,0,0
Футболка Befree оверсайз,Befree,2025-03-04,10,985,,,475,Ростов-на-Дону,Одежда,4.0,297,2,НПО «Сидорова-Захаров»,0,0
Платье ASOS Design миди,ASOS,2025-03-02,13,4739,,,261,Самара,Одежда,4.5,221,3,Сибирская сервисная компания,1,0
Джинсы Lee Rider,Lee,2025-03-27,12,8090,,,486,Челябинск,Одежда,4.8,506,2,РАО «Беспалова-Логинов»,0,0
Микроволновка Samsung MG30T5018,Samsung,2025-03-12,16,14790,,,91,Екатеринбург,Бытовая техника,4.8,426,3,Журавлев Инк,0,0
Ноутбук Lenovo Legion Pro 7,Lenovo,2025-03-26,4,160550,182449,12,468,Ростов-на-Дону,Электроника,4.5,244,5,НПО «Мельникова Орлова»,0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-25,9,29575,46950,37,106,Нижний Новгород,Бытовая техника,4.9,694,2,АО «Кошелев Зимина»,0,0
Планшет Samsung Galaxy Tab S9 Ultra,Samsung,2025-03-04,29,52789,87989,40,363,Москва,Электроника,4.5,509,5,НПО «Колобова»,0,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-09,34,420,,,364,Санкт-Петербург,Книги,4.8,606,1,"АО «Кабанов, Шубин и Матвеева»",1,0
Футболка Befree оверсайз,Befree,2025-03-05,11,710,1039,32,232,Санкт-Петербург,Одежда,3.7,319,7,ООО «Суханов»,0,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-14,7,105019,,,101,Новосибирск,Электроника,4.7,250,1,"НПО «Новиков, Исаков и Русаков»",0,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-19,18,68569,110600,38,258,Москва,Электроника,4.5,583,7,ОАО «Горбачева-Калашникова»,0,0
Наушники Apple AirPods Pro 2,Apple,2025-03-04,34,25690,,,172,Москва,Электроника,4.9,241,5,Котова Инк,0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-30,25,43800,,,453,Санкт-Петербург,Бытовая техника,4.9,251,5,ИП «Гришин-Баранов»,1,0
Платье Mango вечернее,Mango,2025-03-16,22,5375,5850,8,353,Санкт-Петербург,Одежда,4.7,621,7,ОАО «Федосеева»,1,0
Стиральная машина LG AI DD F4V5,LG,2025-03-21,10,56080,,,141,Новосибирск,Бытовая техника,4.6,329,3,Соболева Инкорпорэйтед,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-10,7,1079,1175,8,318,Ростов-на-Дону,Книги,4.2,372,3,Сетевая компания,0,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-06,16,8399,,,460,Екатеринбург,Бытовая техника,4.6,465,3,ИКЕА Торг (INGKA),0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-19,10,860,,,472,Новосибирск,Книги,4.6,261,5,НПО «Борисов-Рожкова»,0,0
Наушники Sony WH-1000XM5,Sony,2025-03-23,19,33660,,,144,Уфа,Электроника,5.0,326,1,ЗАО «Фомина Самсонова»,1,0
Наушники Apple AirPods Pro 2,Apple,2025-03-11,9,27695,,,171,Самара,Электроника,4.8,285,3,АО «Одинцов»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-26,16,97860,,,352,Москва,Бытовая техника,4.8,396,3,ЗАО «Харитонова-Колобов»,0,0
Смартфон Apple iPhone 15 Pro,Apple,2025-03-02,22,94939,,,31,Санкт-Петербург,Электроника,5.0,683,5,РАО «Данилова Брагина»,1,0
Ноутбук Acer Predator Helios 300,Acer,2025-03-11,19,135540,,,88,Новосибирск,Электроника,4.6,645,7,ОАО «Ширяев»,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-26,19,24450,,,119,Санкт-Петербург,Бытовая техника,4.8,460,2,ГК Агропромкомплектация,0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-14,5,7750,,,66,Ростов-на-Дону,Одежда,4.7,623,7,Панфилов Инк,0,0
Смартфон Realme GT Neo 5,Realme,2025-03-06,8,30130,,,210,Екатеринбург,Электроника,4.4,268,2,"НПО «Марков, Максимова и Боброва»",0,0
Наушники JBL Tour Pro 2,JBL,2025-03-05,20,19010,,,166,Москва,Электроника,4.5,269,3,АО «Абрамова»,0,0
Джинсы Levi's 501 Original,Levi's,2025-03-18,19,9755,,,126,Новосибирск,Одежда,4.9,603,5,ЗАО «Блинова»,0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-26,16,23685,34330,31,285,Казань,Бытовая техника,4.8,316,3,ООО «Филатов Русаков»,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-23,31,66789,,,489,Санкт-Петербург,Бытовая техника,4.5,653,3,ЗАО «Соболев Самсонова»,1,0
Микроволновка LG NeoChef MH6336,LG,2025-03-03,12,13440,,,465,Казань,Бытовая техника,4.2,647,5,Русэнергоресурс,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-02,43,690,,,134,Москва,Книги,4.8,654,5,"РАО «Игнатова, Воронова и Громова»",1,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-24,7,465,790,41,82,Самара,Книги,4.8,622,3,Суханова Инк,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-22,16,23429,,,262,Новосибирск,Бытовая техника,4.8,334,5,АО «Савельева Денисов»,1,0
Наушники Sony WH-1000XM5,Sony,2025-03-07,11,30030,,,483,Санкт-Петербург,Электроника,5.0,429,5,Фокин Групп,0,0
Микроволновка Samsung MG30T5018,Samsung,2025-03-15,27,14449,,,132,Екатеринбург,Бытовая техника,4.6,513,3,НПО «Шестакова-Прохорова»,1,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-29,8,455,630,27,327,Ростов-на-Дону,Книги,4.5,380,2,"РАО «Галкин, Горбачев и Ильина»",1,0
Смартфон Realme GT Neo 5,Realme,2025-03-06,13,16695,27829,40,470,Нижний Новгород,Электроника,4.4,297,2,АО «Колесников-Иванов»,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-30,14,609,,,31,Самара,Книги,4.6,497,3,ООО «Захаров»,1,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-18,15,12625,,,31,Москва,Одежда,4.8,235,7,АНГК,0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-20,11,55350,,,341,Екатеринбург,Бытовая техника,4.8,558,2,ООО «Никонова»,0,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-29,24,30965,51619,40,127,Екатеринбург,Бытовая техника,4.9,255,3,ФосАгро,1,0
Микроволновка LG NeoChef MH6336,LG,2025-03-24,10,12130,,,460,Ростов-на-Дону,Бытовая техника,4.5,270,5,Жданова и партнеры,0,0
Футболка H&M premium,H&M,2025-03-27,15,1470,1739,15,33,Москва,Одежда,4.3,376,2,Соболев и партнеры,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-03,7,119219,,,56,Екатеринбург,Бытовая техника,4.6,359,1,А Групп,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-19,6,1320,,,214,Уфа,Книги,4.3,341,3,"АО «Блинов, Крюкова и Петров»",0,0
Ноутбук Lenovo Legion Pro 7,Lenovo,2025-03-22,20,145949,,,90,Челябинск,Электроника,4.5,336,2,НПО «Александров»,1,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-19,14,1009,,,474,Екатеринбург,Книги,4.8,695,5,ЗАО «Сысоева Носова»,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-18,32,569,715,20,269,Москва,Книги,4.8,420,3,ИП «Абрамов-Дроздов»,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-03,19,63220,,,456,Москва,Бытовая техника,4.4,384,2,ООО «Гордеева-Рогов»,0,0
Смартфон Samsung Galaxy S23 Ultra,Samsung,2025-03-13,7,79840,,,335,Екатеринбург,Электроника,5.0,457,5,НПО «Данилова»,0,0
Джинсы Lee Rider,Lee,2025-03-03,19,6190,,,76,Москва,Одежда,4.4,357,3,"ООО «Князева, Рогова и Жуков»",0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-11,20,750,,,141,Новосибирск,Книги,4.5,368,5,ИП «Лапин-Алексеев»,0,0
Платье Mango вечернее,Mango,2025-03-31,22,5439,6255,13,408,Москва,Одежда,4.6,279,2,ЗАО «Шубин Филиппова»,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-21,15,459,560,18,30,Нижний Новгород,Книги,4.7,362,1,Р-Фарм,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-20,15,885,,,395,Нижний Новгород,Книги,4.9,376,3,ОАО «Никифоров»,0,0
Наушники Samsung Galaxy Buds2 Pro,Samsung,2025-03-18,19,10600,17975,41,152,Новосибирск,Электроника,4.8,346,5,Макарова Инк,0,0
Наушники Samsung Galaxy Buds2 Pro,Samsung,2025-03-06,22,10870,16985,36,161,Москва,Электроника,4.5,361,2,"АО «Мухина, Рожкова и Борисов»",0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-02,19,920,1100,16,367,Новосибирск,Книги,4.5,652,3,"РАО «Пахомов, Ширяев и Орлова»",1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-08,36,450,,,63,Ростов-на-Дону,Книги,5.0,573,3,ОАО «Мамонтова-Дроздова»,1,1
Умные часы Apple Watch Series 9,Apple,2025-03-04,31,37679,,,174,Москва,Электроника,4.8,486,1,Романова и партнеры,0,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-25,28,909,,,505,Москва,Книги,4.9,252,2,Яковлева Лтд,0,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-16,36,14260,,,486,Москва,Одежда,4.9,572,7,ОАО «Герасимов»,1,0
Ноутбук Apple MacBook Pro 16,Apple,2025-03-20,14,218135,,,64,Новосибирск,Электроника,4.7,446,1,Промышленно-металлургический холдинг,0,0
Платье ASOS Design миди,ASOS,2025-03-15,26,3039,4169,27,306,Москва,Одежда,4.5,434,1,НПО «Сысоева Беспалов»,1,0
Куртка Columbia Watertight II,Columbia,2025-03-21,14,9000,,,173,Самара,Одежда,4.6,671,3,ИП «Егоров-Кудрявцева»,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-29,16,719,,,77,Санкт-Петербург,Книги,4.7,358,5,ОАО «Зайцев-Дьячкова»,1,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-17,10,13730,,,48,Екатеринбург,Одежда,4.6,514,3,Металлстандарт,0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-25,14,105710,,,256,Самара,Электроника,5.0,355,3,НПО «Кузьмин-Шубина»,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-14,23,1075,,,45,Санкт-Петербург,Книги,4.9,412,2,Юнилевер Русь (Unilever),0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-23,15,56340,,,404,Нижний Новгород,Бытовая техника,4.4,459,2,ОАО «Юдин»,1,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-14,5,1585,,,34,Челябинск,Книги,4.6,340,7,АО «Блохина-Рогов»,0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-09,11,53130,,,503,Екатеринбург,Бытовая техника,4.7,475,2,АО «Соколов Максимова»,1,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-18,8,1440,,,267,Казань,Книги,4.8,505,2,АНГК,0,0
Футболка Zara базовая хлопковая,Zara,2025-03-23,13,2240,,,275,Челябинск,Одежда,4.2,381,2,АО «Цветкова Яковлева»,1,0
Платье ASOS Design миди,ASOS,2025-03-26,7,4310,,,65,Челябинск,Одежда,4.1,596,2,ОХК Уралхим,0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-22,8,25589,,,51,Ростов-на-Дону,Электроника,4.5,588,1,РАО «Федосеева Лыткина»,1,0
Джинсы Wrangler Arizona,Wrangler,2025-03-12,10,6650,8020,17,41,Екатеринбург,Одежда,4.3,294,7,Уралвтормет,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-11,10,710,,,236,Самара,Книги,4.4,580,2,Вишнякова Инкорпорэйтед,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-15,30,12585,,,403,Москва,Одежда,4.5,440,2,Стройсервис,1,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-31,12,5345,10095,47,23,Уфа,Одежда,4.6,586,2,"ИП «Лихачева, Иванова и Доронин»",0,0
Планшет Huawei MatePad Pro,Huawei,2025-03-24,31,33365,52140,36,166,Москва,Электроника,4.5,299,2,Т2 РТК Холдинг,0,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-30,32,16660,,,147,Санкт-Петербург,Одежда,4.6,274,3,НПО «Петрова Титова»,1,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-25,20,94740,112780,16,72,Новосибирск,Электроника,5.0,551,5,"НПО «Ситников, Савина и Журавлева»",0,0
Наушники Samsung Galaxy Buds2 Pro,Samsung,2025-03-12,5,18369,,,349,Уфа,Электроника,4.7,650,5,"РАО «Кириллова, Громов и Соколова»",0,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-12,9,57329,,,456,Самара,Электроника,4.6,423,7,"ЗАО «Баранова, Семенова и Журавлев»",0,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-01,27,565,659,14,88,Москва,Книги,4.9,422,3,ИП «Орлова»,1,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-05,17,1039,,,403,Екатеринбург,Книги,4.4,457,1,РКЦ Прогресс,0,0
Умные часы Apple Watch Series 9,Apple,2025-03-08,100,42129,,,186,Москва,Электроника,5.0,524,5,"ООО «Нестерова, Константинов и Аксенова»",1,1
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-03,7,550,,,321,Казань,Книги,5.0,338,3,ЧТПЗ,0,0
Ноутбук Apple MacBook Pro 16,Apple,2025-03-13,17,212119,,,333,Екатеринбург,Электроника,4.8,568,7,ООО «Кабанова Кононов»,0,0
Планшет Xiaomi Pad 6 Pro,Xiaomi,2025-03-30,32,36370,,,325,Москва,Электроника,4.2,274,7,ЗАО «Кулакова-Карпов»,1,0
Кроссовки Puma RS-X,Puma,2025-03-23,27,5640,9265,39,374,Москва,Одежда,4.8,381,5,ООО «Сафонов»,1,0
Ноутбук Lenovo Legion Pro 7,Lenovo,2025-03-26,17,179219,,,439,Москва,Электроника,4.6,477,1,РАО «Муравьев Кузнецова»,0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-05,7,27190,,,172,Уфа,Электроника,4.7,588,5,Государственная транспортная лизинговая компания,0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-24,10,6105,6870,11,258,Новосибирск,Одежда,4.7,621,3,ЗАО «Новиков Шилова»,0,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-03,11,825,,,323,Уфа,Книги,4.9,715,5,АО «Белозерова Красильникова»,0,0
Платье Mango вечернее,Mango,2025-03-26,11,4335,6200,30,300,Ростов-на-Дону,Одежда,4.5,428,3,"ЗАО «Дмитриева, Мухина и Власов»",0,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-28,11,530,,,504,Нижний Новгород,Книги,4.6,260,5,"ООО «Цветкова, Попова и Уварова»",0,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-11,23,799,,,429,Москва,Книги,4.6,567,1,НПО «Дементьева Кононов»,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-09,15,13445,,,63,Челябинск,Одежда,5.0,371,7,ОАО «Дьячков Яковлева»,1,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-31,10,62560,,,479,Ростов-на-Дону,Бытовая техника,4.4,659,3,Виноградова и партнеры,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-26,9,930,,,366,Екатеринбург,Книги,4.9,247,1,ООО «Кузьмин Иванов»,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-16,18,590,,,416,Новосибирск,Книги,4.5,248,5,Вайлдберриз,1,0
Куртка Columbia Watertight II,Columbia,2025-03-02,14,11670,,,151,Казань,Одежда,4.5,484,2,Артемьева Инк,1,0
Ноутбук MSI Stealth 16,MSI,2025-03-12,25,175750,,,466,Москва,Электроника,4.3,485,3,Белов Инк,0,0
"Учебник ""Экономика"" Н. Грегори Мэнкью",Питер,2025-03-31,6,1460,,,181,Уфа,Книги,4.4,612,3,ЗАО «Шестаков»,0,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-23,19,61265,,,163,Уфа,Электроника,4.2,403,2,Авдеев Лтд,1,0
